subject,relation,object,topic,old_index
I,have,2 very lazy cats,0,939
I,have,2 cats,0,940
I,have,2 lazy cats,0,941
cats,is,lazy,0,942
I,have,lazy,0,943
I,have,cats,0,944
cats,love,it,0,945
Lewis 's writing days,is widely regarded as,exclusive interest to God Squad,1,948
Lewis 's writing days,is regarded as,exclusive interest to God Squad,1,949
Lewis 's writing days,is,widely regarded,1,950
Lewis 's writing days,is widely regarded as,exclusive interest,1,951
Lewis 's writing days,is regarded as,exclusive interest,1,952
Lewis 's writing days,is widely regarded as,interest,1,953
Lewis 's writing days,is,regarded,1,954
Lewis 's writing days,is regarded as,interest,1,955
Lewis 's writing days,is regarded as,interest to God Squad,1,956
Lewis 's writing days,is widely regarded as,interest to God Squad,1,957
days,is,exclusive,1,958
days,is,interest,1,959
days,is,pity,1,960
Squeaky,is playing with,toy,0,961
Squeaky,is still playing with,toy,0,962
It,is,OK,0,963
It,is,OK,0,964
you,can see from,other reviews,1,965
Big Bang,is,you can see,1,966
Big Bang,is,as you can see from other reviews,1,967
Big Bang,is,you can see from other reviews,1,968
Big Bang,is,as you can see from reviews,1,969
you,can see from,reviews,1,970
Big Bang,is,as you can see,1,971
Big Bang,is,you can see from reviews,1,972
Bang,see,you,1,973
Bang,see,other,1,974
Bang,see,reviews,1,975
Bang,see,brief,1,976
Bang,see,history,1,977
Bang,see,theory,1,978
filter,is,little,0,979
I,have tried,three times,1,980
It,was,selection,1,981
three times,read,it,1,982
It,was selection for,our book club,1,983
Princess,entered,my life,0,984
life,had,lot,0,985
products,is,other,0,986
products,is at,fur,0,987
fishy breath,were,always has horrible,0,988
fishy breath,were,has horrible,0,989
her teeth,were,has horrible,0,990
me,brush,them,0,991
breath,were,has horrible,0,992
her teeth,were,always has horrible,0,993
I,have,two dogs,0,994
breath,were,always has horrible,0,995
it,'s challenge,for adult get,1,996
it,has,challenge,1,997
I,read,book,1,998
it,'s challenge,adult to get,1,999
it,'s challenge,adult get,1,1000
it,'s challenge,for adult to get,1,1001
I,read book to,my little one,1,1002
book,is at,challenge,1,1003
story,read,I,1,1004
story,read,book,1,1005
story,read,little,1,1006
story,read,challenge,1,1007
I,replaced,my old sherpa carriers,0,1008
I,replaced,my sherpa carriers,0,1009
sherpa,is,old,0,1010
I,replaced,old,0,1011
I,replaced,sherpa,0,1012
I,replaced,carriers,0,1013
I,'ve kept,rats,0,1014
I,'ve kept rats in,cage,0,1015
I,'ve kept,female rats,0,1016
I,'ve kept rats for,years,0,1017
I,'ve kept rats for,few years,0,1018
rats,is,female,0,1019
I,'ve,female,0,1020
I,'ve,rats,0,1021
I,'ve,cage,0,1022
I,'ve,few,0,1023
I,'ve,years,0,1024
My cats,seem,to like,0,1025
My cats,like,them fine,0,1026
cats,like,fine,0,1027
Easy,assemble,size for my 1,0,1028
Easy,assemble,good size,0,1029
Easy,assemble,size,0,1030
Easy,assemble,good size for my 1,0,1031
I,have,Eheim canister filters,0,1032
I,have Eheim canister filters Along,several types of Penn Plax filters,0,1033
I,have Eheim canister filters Along,types of Penn Plax filters,0,1034
I,have Eheim canister filters Along,several types,0,1035
I,have Eheim canister filters Along,canisters,0,1036
I,have,Eheim classic canister filters,0,1037
I,have Eheim canister filters Along,types,0,1038
types,is,several,0,1039
convient,order,got,0,1040
convient,order,got here,0,1041
Nice,order,got,0,1042
Nice,order,got fast,0,1043
Nice,order,got here,0,1044
Nice,order,got here fast,0,1045
convient,order,got fast,0,1046
convient,order,got here fast,0,1047
Spud,loves,stuff,0,1048
I,have,ball,0,1050
I,have,small ball,0,1051
I,have,ball green,0,1052
I,have,small ball green,0,1053
ball,is,small,0,1054
I,have,small,0,1055
I,have,ball,0,1056
I,have,green,0,1057
My Rottweiler,has,joint issues,0,1058
My Rottweiler,has,issues,0,1059
issues,throw,ball,0,1060
issues,throw,joints,0,1061
you,will probably enjoy,novel,1,1062
you,enjoy fiction with,elements,1,1063
you,enjoy,fiction,1,1064
you,will enjoy,novel,1,1065
you,enjoy,historical fiction,1,1066
you,enjoy fiction with,elements of paranormal,1,1067
fiction,is,historical,1,1068
you,enjoy,historical,1,1069
you,enjoy,fiction,1,1070
you,enjoy,elements,1,1071
Sharma 's book,is,definitely written,1,1072
Sharma,has,book,1,1073
Sharma 's book,is,definitely well written,1,1074
Sharma 's book,is,written,1,1075
Sharma 's book,is,well written,1,1076
book,written,easy,1,1077
book,written,read,1,1078
book,written,enjoyable,1,1079
book,tells,simple story,1,1080
book,tells,story,1,1081
book,leaves,you,1,1082
My labs,chewed out,squeaker,0,1084
My labs,chewed squeaker out in,36 hours,0,1085
labs,chewed,squeaker,0,1086
My cat,does bristles,brush,0,1087
cat,bristles,brush,0,1088
way,is,wonderful,1,1089
way,learn,country,1,1090
way,learn,different,1,1091
way,learn,own,1,1092
medium,Got,size,0,1093
our dog,broke,treat,0,1094
our dog,broke,last treat,0,1095
dog,broke,last,0,1096
dog,broke,treat,0,1097
TOY,WORKED,GREAT FOR ABOUT 15 MINUTES,0,1098
TOY,WORKED,GREAT,0,1099
TOY,WORKED,GREAT,0,1100
TOY,WORKED,ABOUT,0,1101
TOY,WORKED,MINUTES,0,1102
it,entertains,him,0,1103
My Bulldog,loves,toy,0,1104
My English Bulldog,loves,toy,0,1105
Bulldog,is,English,0,1106
box,is,sturdy,0,1107
I,thought,it,1,1108
would,work,I,1,1109
job,is,good,0,1112
job,does,hair,0,1113
job,does,medium,0,1114
job,does,cat,0,1115
uncaring,mean,I,0,1116
uncaring,mean,sound,0,1117
Nothing,are,special,0,1118
Nothing,are,clipper,0,1119
Nothing,are,sharper,0,1120
Nothing,are,year,0,1121
Nothing,are,old,0,1122
pinch,was,something,0,1123
pinch,was,sharper,0,1124
pinch,was,process,0,1125
it,has,for durability,0,1126
it,has,durability,0,1127
product,'s,durability,0,1128
I,'ll say again,modern day,1,1129
I,'ll say,day,1,1130
I,'ll say,it,1,1131
I,'ve said,it,1,1132
I,'ve said before,it,1,1133
I,'ll say again,day,1,1134
I,'ll say,modern day,1,1135
Frankenstein,is in,hard,1,1136
I,'ll say again,it,1,1137
day,is,modern,1,1138
Frankenstein,is,12,1,1139
day,is at,Frankenstein,1,1140
I,'ve,modern,1,1141
I,'ve,day,1,1142
I,'ve,hard,1,1143
I,have,Maltese,0,1144
she,loves,it,0,1145
I,have,5 month old Maltese,0,1146
month,loves,old,0,1147
month,loves,Maltese,0,1148
our two piggies,love,hay,0,1149
I,ordered Timothy Hay Cubes,because our two piggies seem,0,1150
our piggies,love,hay,0,1151
our piggies,love,loose hay,0,1152
I,ordered,Timothy Hay Cubes,0,1153
I,ordered Timothy Hay Cubes,our piggies seem,0,1154
I,ordered Timothy Hay Cubes,our two piggies seem,0,1155
I,ordered Timothy Hay Cubes,because our piggies seem,0,1156
our two piggies,love,loose hay,0,1157
piggies,seem,loose,0,1158
piggies,seem,hay,0,1159
price,'s,nothing,0,1160
price,'s,special,0,1161
I,love,shopping,0,1162
I,love,shopping on Amazon,0,1163
Amazon,has,shopping,0,1164
shopping,is at,Amazon,0,1165
I,love,shopping,0,1166
It,has,so easy,0,1167
I,can avoid,store,0,1168
It,has,easy,0,1169
I,can avoid,crowded store,0,1170
store,avoid,It,0,1171
store,avoid,easy,0,1172
store,avoid,crowded,0,1173
book,is,depressing,1,1174
My dog,will eat,anything rocks,0,1175
My dog,will basically eat,almost anything rocks,0,1176
My dog,will basically eat,anything rocks,0,1177
My dog,will eat,almost anything rocks,0,1178
dog,eat,anything,0,1179
dog,eat,plactic,0,1180
dog,eat,rocks,0,1181
My lab,loves,lamb lung,0,1182
lab,loves,lamb,0,1183
food,is,dry,0,1184
tzu,supplement,food,0,1185
tzu,supplement,dry,0,1186
tzu,supplement,shepherd,0,1187
tzu,supplement,german,0,1188
tzu,supplement,shih,0,1189
son,has,cockatoo,0,1190
you,'ve got,bird,0,1191
you,'ve,bird,0,1192
I,cut close,quick,0,1193
I,trimmed,my dogs nails,0,1194
I,cut close,too quick,0,1195
dogs,is at,nails,0,1196
clippers,cut,close,0,1197
clippers,cut,quick,0,1198
Collections strong,consider,Laurence Gardner 's SHADOW OF SOLOMON,1,1199
Collections,consider,Laurence Gardner 's SHADOW OF SOLOMON,1,1200
it,has,reader,1,1201
Collections strong,will want,to consider,1,1202
Collections strong,consider,Laurence Gardner 's SHADOW,1,1203
Collections,consider,Laurence Gardner 's SHADOW,1,1204
New Age topics,is in,general history in particular,1,1205
insider,has,account of masonic history,1,1206
Laurence Gardner,has,SHADOW OF SOLOMON,1,1207
Collections,will want,to consider,1,1208
bed,put on,my desk,0,1209
I,bought,bed,0,1210
my kitties,would sit on,it,0,1211
us,prevent,I,0,1213
us,prevent,water,0,1214
us,prevent,feral,0,1215
us,prevent,cat,0,1216
duck,is,yellow,0,1217
duck,are,loud,0,1218
I,pre-ordered,book,1,1219
it,arrived at_time,yesterday,1,1220
control,has,dog,0,1222
control,is at,dog,0,1223
dog,Keeps,control,0,1224
dog,Keeps,much,0,1225
dog,Keeps,effort,0,1226
I,use with,my 75 lb golden retriever,0,1227
I,use with,my 75 lb retriever,0,1228
I,use,lb,0,1229
I,use,golden,0,1230
I,use,retriever,0,1231
I,ordered,small size,0,1232
I,ordered size,Amazon page says,0,1233
I,ordered,size,0,1234
I,ordered size,because Amazon page says,0,1235
size,is,small,0,1236
It,took,us,0,1237
It,took,minute,0,1238
My dogs,love,octopus toy,0,1239
dogs,love,octopus,0,1240
I,bought,one,0,1241
I,'m,Jasper,0,1242
little Jasper,will love,it,0,1243
that sure little Jasper,will love,it,0,1244
It,is,so cute,0,1245
I,'m,sure little Jasper,0,1246
Jasper,will love,it,0,1247
sure Jasper,will love,it,0,1248
I,'m,little Jasper,0,1249
I,'m,that sure little Jasper,0,1250
It,is,cute,0,1251
sure little Jasper,will love,it,0,1252
I,'m,sure Jasper,0,1253
it,'m,It,0,1254
it,'m,cute,0,1255
it,'m,sure,0,1256
it,'m,little,0,1257
I,read,Teacher Man,1,1258
Man,is,3,1,1259
Our bloodhound puppy,loves,egg toys,0,1260
Our bloodhound puppy,loves,plush egg toys,0,1261
bloodhound,loves,puppy,0,1262
bloodhound,loves,plush,0,1263
bloodhound,loves,egg,0,1264
I,bought,toy,0,1265
I,bought,toy,0,1266
I,bought,my lab,0,1267
I,bought,my 7 month old black lab,0,1268
I,bought,my black lab,0,1269
I,bought,my 7 month old lab,0,1270
it,is,easier,0,1271
it,'s bigger than,his previous two hide a-squirrels,0,1272
it,'s bigger than,his two hide a-squirrels,0,1273
it,has,bigger,0,1274
him,get,anything,0,1275
my dogs,are addicted to,it,0,1276
my dogs,are,addicted,0,1277
I,LOVE,toy,0,1278
My doggie,LOVES,toy,0,1279
sort,is,novel,1,1281
B0002I0RLWThis,is,nice,0,1282
Twist,is,nice,0,1283
B0002I0RLWThis,is,little,0,1284
Twist,is,little,0,1285
I,bought size,Yorkie,0,1286
I,bought,size,0,1287
he,is,chewer,0,1288
he nothing,lasts except,Kong type toys,0,1289
I,bought size,since Yorkie,0,1290
he,is,avid,0,1291
he,is,avid chewer,0,1292
I,bought,medium size,0,1293
I,bought size for,my Yorkie Poo,0,1294
size,is,medium,0,1295
I,have,4 cats,0,1296
junk,is,horrible,0,1298
it,smells too,horrible,0,1299
it,smells,horrible,0,1300
junk,smells,horrible,0,1301
grime,rinse,dirt,0,1302
grime,is at,dirt,0,1303
I,needed,grime,0,1304
I,needed,hairy,0,1305
I,needed,dirt,0,1306
Waiting,was,bit,1,1307
Waiting,was,worst bit,1,1308
bit,hunkered,wall,1,1309
bit,hunkered,eyes,1,1310
I,liked,first half,1,1311
I,liked,half of book,1,1312
nothing,goes,wrong,1,1313
I,liked,half,1,1314
I,liked,first half of book,1,1315
half,is,first,1,1316
book,has,half,1,1317
book,is at,half,1,1318
dogs,is at,pads,0,1319
having,treat,dogs,0,1320
having,treat,pads,0,1321
having,treat,bad,0,1322
having,treat,winter,0,1323
petsafe dog door,customed,installed,0,1324
I,had,Larson storm door,0,1325
it,would keep in,future,0,1327
my cat,had,UTI,0,1328
my cat,had years ago,nasty UTI,0,1329
I,decided,to try,0,1330
my cat,had few years ago,UTI,0,1331
my cat,had,nasty UTI,0,1332
my cat,had years ago,UTI,0,1333
my cat,had few years ago,nasty UTI,0,1334
it,would keep,him healthy,0,1335
issues,is with,it,0,1336
it,fit,I,0,1337
it,fit,sure,0,1338
it,fit,kennel,0,1339
it,fit,brand,0,1340
I,use scratching post to,coat,0,1341
I,use,catnip,0,1342
I,use catnip to,coat,0,1343
I,use,scratching post for my cats,0,1344
I,use,scratching post,0,1345
I,use,scratching post for my indoor cats,0,1346
coat,has,catnip,0,1347
coat,is at,catnip,0,1348
I,use,catnip,0,1349
I,use,indoor,0,1350
I,use,coat,0,1351
My Pug Dog,is in,training as my service dog,0,1352
My little Pug Dog,is in,training as my service dog,0,1353
My little Pug Dog,is in,training,0,1354
My Pug Dog,is in,training,0,1355
Pug,is,little,0,1356
training,is,service,0,1357
training,is,dog,0,1358
stuffing,is in,toy,0,1359
fact,is at,stuffing,0,1360
fact,is,stuffing,0,1361
We,bought,Shepherd to use,0,1362
We,bought,for German Shepherd use,0,1363
We,bought,Shepherd use,0,1364
We,bought,German Shepherd to use,0,1365
We,bought,for Shepherd use,0,1366
We,bought,for Shepherd to use,0,1367
We,bought,German Shepherd use,0,1368
We,bought,for German Shepherd to use,0,1369
Shepherd,is,German,0,1370
Shepherd,use,treat,0,1371
Shepherd,use,train,0,1372
double row,is,great,0,1373
row,is,great,0,1374
row,is,double,0,1375
teeth,has,row,0,1376
teeth,is at,row,0,1377
row,is,teeth,0,1378
row,is,comb,0,1379
row,is,great,0,1380
dog,Seemed,toy,0,1381
My dog,has worn,boots,0,1382
dog,is at,boots,0,1383
little terrier,stays,very comfortable,0,1384
terrier,stays,comfortable,0,1385
little terrier,stays in,chilly mornings,0,1386
little terrier,gets,kinds of attention,0,1387
little terrier,stays,comfortable,0,1388
terrier,stays in,mornings,0,1389
terrier,stays in,chilly mornings,0,1390
terrier,stays,very comfortable,0,1391
terrier,gets,kinds of attention,0,1392
little terrier,stays in,mornings,0,1393
terrier,is,little,0,1394
terrier,is at,kinds,0,1395
size,is,intermediate,0,1396
Nature,has,Miracle,0,1397
we,used,Nature 's Miracle,0,1398
we,used For,ten years,0,1399
years,used,Miracle,0,1400
years,used,similar,0,1401
years,used,liquid,0,1402
years,used,product,0,1403
years,used,Drs,0,1404
book,is better than,book 4,1,1406
book,is,better,1,1407
book,is,better,1,1408
I,have,king,0,1409
I,have,king,0,1410
I,have,sized,0,1411
I,have,Dober,0,1412
I,found,book interesting,1,1413
I,found,book really interesting,1,1414
Barabara Erskine,handled,changes in character,1,1415
changes,is in,character,1,1416
Barabara Erskine,handled,changes,1,1417
Barabara Erskine,handled well,changes in character,1,1418
Barabara Erskine,handled really well,changes in character,1,1419
Barabara Erskine,handled well,changes,1,1420
Barabara Erskine,handled really well,changes,1,1421
Erskine,handled,changes,1,1422
true story,covers,very pertinent topic,1,1423
story,covers,topic,1,1424
story,covers,topic,1,1425
story,covers,pertinent topic,1,1426
true story,covers,pertinent topic,1,1427
story,covers,very pertinent topic,1,1428
true story,covers,topic,1,1429
true story,covers,topic,1,1430
much coverage,is in,American press finding,1,1431
story,is,true,1,1432
someone,has,impression,1,1433
someone,is at,impression,1,1434
you,have,cat,0,1436
cat,likes,great,0,1437
cat,likes,litter,0,1438
My dog,has,dandruff issues,0,1439
My one dog,has,dandruff issues,0,1440
My one dog,has,hair,0,1441
My dog,has,thick hair,0,1442
My dog,has,hair,0,1443
My one dog,has,very thick hair,0,1444
My dog,has,very thick hair,0,1445
My one dog,has,thick hair,0,1446
dog,has,thick,0,1447
dog,has,hair,0,1448
dog,has,dandruff,0,1449
shampoo,remedy,situation,0,1450
pitbull,is at,spots,0,1451
bottle,pour,easy,0,1452
bottle,pour,#,0,1453
bottle,pour,medical,0,1454
bottle,pour,type,0,1455
dog,has,breeder,0,1457
dog,had,breeder,0,1458
I,buy,it,0,1459
vet,does,I,0,1460
vet,does,same,0,1461
product,be,I,0,1462
product,be,useful,0,1463
product,be,tooth,0,1464
product,be,cats,0,1465
product,be,good,0,1466
product,be,shape,0,1467
collar,is effective for,both of my 25 lb breeds,0,1468
collar,is effective for,both of my 25 lb mixed breeds,0,1469
collar,is,effective,0,1470
I,'m,fan,1,1471
Crichton,has,Jurassic Park,1,1472
I,'m big fan of,book of genre,1,1473
I,'m,big fan,1,1474
I,'m big,book,1,1475
I,'m fan of,book,1,1476
I,'m fan of,book of genre,1,1477
I,'m big fan of,book,1,1478
fan,is,big,1,1479
book,has,fan,1,1480
book,is at,fan,1,1481
it,be,# 1 best seller of Summer,1,1482
Fragment,is,perfect novel,1,1483
it,is destined,# 1 best seller of Summer,1,1484
it,is destined,to # 1 best seller,1,1485
it,is destined,# 1 seller,1,1486
it,is destined,to # 1 best seller of Summer,1,1487
it,is destined,# 1 seller of Summer,1,1488
Fragment,is,novel,1,1489
it,be,# 1 seller,1,1490
it,be,# 1 best seller,1,1491
it,be,# 1 seller of Summer,1,1492
it,is,destined,1,1493
it,is destined,# 1 best seller,1,1494
it,is destined,to # 1 seller of Summer,1,1495
it,is destined,to # 1 seller,1,1496
